Tl1,Src1,Dst1,Protocol1,dure1,moy1,length1,DIS1,DIO1,DAO1,dure2,moy2,length2,DIS2,DIO2,DAO2,on,tx,rx,int,x,y,rank,attack,class
54.221314,10,99,1,0.126,0.030,2910,0,30,0,0.000,0.000,0,0,0,0,4.32,2.80,0.06,0.34,-39.30,66.43,2,oui,version
54.997943,11,0,1,0.168,0.049,3724,0,0,49,0.234,0.069,5244,0,0,69,10.78,7.03,0.25,1.93,-33.00,-33.20,1,oui,version
55.074481,11,0,1,0.073,0.023,1748,0,0,23,0.000,0.000,0,0,0,0,10.78,7.03,0.25,1.93,-33.00,-33.20,1,oui,version
55.814084,34,99,1,0.126,0.030,2910,0,30,0,0.000,0.000,0,0,0,0,8.23,5.57,0.24,1.09,15.40,23.77,1,oui,version
57.99837,11,0,1,0.453,0.027,2052,0,0,27,0.239,0.071,5396,0,0,71,10.78,7.03,0.25,1.93,-33.00,-33.20,1,oui,version
58.998523,11,0,1,0.997,0.286,21736,0,0,286,0.000,0.000,0,0,0,0,10.78,7.03,0.25,1.93,-33.00,-33.20,1,oui,version
59.464175,10,8,1,0.080,0.025,1900,0,0,25,0.000,0.000,0,0,0,0,4.32,2.80,0.06,0.34,-39.30,66.43,2,oui,version
59.025133,11,0,1,0.023,0.008,608,0,0,8,0.000,0.000,0,0,0,0,10.78,7.03,0.25,1.93,-33.00,-33.20,1,oui,version
59.657874,34,99,1,0.126,0.030,2910,0,30,0,0.061,0.017,1292,0,0,17,8.23,5.57,0.24,1.09,15.40,23.77,1,oui,version
6.947636,11,0,1,0.427,0.072,7194,0,72,0,0.000,0.000,0,0,0,0,3.70,2.37,0.08,0.15,-33.00,-33.20,1,oui,version
6.2595,34,99,1,0.126,0.030,2910,0,30,0,0.000,0.000,0,0,0,0,2.69,1.50,0.14,0.08,15.40,23.77,1,oui,version
61.99447,11,0,1,0.825,0.078,6558,0,30,48,0.113,0.035,2660,0,0,35,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
62.619799,10,99,1,0.126,0.030,2910,0,30,0,0.000,0.000,0,0,0,0,5.58,3.66,0.14,0.36,-39.30,66.43,2,oui,version
62.999412,34,0,1,0.283,0.082,6232,0,0,82,0.000,0.000,0,0,0,0,5.69,3.76,0.17,0.67,15.40,23.77,1,oui,version
63.965458,10,8,1,0.076,0.024,1824,0,0,24,0.000,0.000,0,0,0,0,5.58,3.66,0.14,0.36,-39.30,66.43,2,oui,version
63.199118,34,0,1,0.196,0.058,4408,0,0,58,0.000,0.000,0,0,0,0,5.69,3.76,0.17,0.67,15.40,23.77,1,oui,version
64.999071,11,0,1,0.702,0.104,7904,0,0,104,0.487,0.070,5320,0,0,70,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
65.448901,11,0,1,0.446,0.129,9804,0,0,129,0.357,0.104,7904,0,0,104,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
66.572772,11,0,1,0.527,0.045,3420,0,0,45,0.382,0.037,2812,0,0,37,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
67.791627,10,99,1,0.126,0.030,2910,0,30,0,0.000,0.000,0,0,0,0,5.58,3.66,0.14,0.36,-39.30,66.43,2,oui,version
67.744652,11,99,1,0.126,0.030,2910,0,30,0,0.206,0.061,4636,0,0,61,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
67.689095,34,99,1,0.126,0.030,2910,0,30,0,0.000,0.000,0,0,0,0,5.69,3.76,0.17,0.67,15.40,23.77,1,oui,version
70.947075,34,0,1,0.100,0.031,2356,0,0,31,0.037,0.012,912,0,0,12,5.69,3.76,0.17,0.67,15.40,23.77,1,oui,version
71.651012,10,99,1,0.126,0.030,2910,0,30,0,0.000,0.000,0,0,0,0,5.58,3.66,0.14,0.36,-39.30,66.43,2,oui,version
71.992393,34,0,1,0.263,0.078,5928,0,0,78,0.423,0.026,1976,0,0,26,5.69,3.76,0.17,0.67,15.40,23.77,1,oui,version
72.997058,11,0,1,0.050,0.016,1216,0,0,16,0.133,0.039,2964,0,0,39,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
72.19921,34,0,1,0.196,0.058,4408,0,0,58,0.000,0.000,0,0,0,0,5.69,3.76,0.17,0.67,15.40,23.77,1,oui,version
73.996691,11,0,1,0.996,0.284,21584,0,0,284,0.000,0.000,0,0,0,0,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
73.548501,34,99,1,0.126,0.030,2910,0,30,0,0.000,0.000,0,0,0,0,5.69,3.76,0.17,0.67,15.40,23.77,1,oui,version
74.893802,11,0,1,0.894,0.116,9446,0,30,86,0.083,0.026,1976,0,0,26,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
75.997758,11,0,1,0.946,0.273,20748,0,0,273,0.010,0.004,304,0,0,4,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
76.134264,11,0,1,0.126,0.039,2964,0,0,39,0.000,0.000,0,0,0,0,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
78.315064,10,99,1,0.126,0.030,2910,0,30,0,0.000,0.000,0,0,0,0,5.58,3.66,0.14,0.36,-39.30,66.43,2,oui,version
79.317905,31,99,1,0.125,0.039,2496,39,0,0,0.000,0.000,0,0,0,0,0.79,0.14,0.00,0.07,75.28,75.17,2,oui,version
79.63404,34,99,1,0.126,0.030,2910,0,30,0,0.000,0.000,0,0,0,0,5.69,3.76,0.17,0.67,15.40,23.77,1,oui,version
81.575152,11,0,1,0.355,0.103,7828,0,0,103,0.007,0.003,228,0,0,3,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
82.998039,11,99,1,0.043,0.011,1067,0,11,0,0.000,0.000,0,0,0,0,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
83.823503,11,99,1,0.821,0.093,7467,0,19,74,0.166,0.041,3116,0,0,41,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
84.45,11,0,1,0.030,0.010,760,0,0,10,0.113,0.035,2660,0,0,35,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
85.573718,11,0,1,0.023,0.008,608,0,0,8,0.599,0.066,5016,0,0,66,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
86.072693,11,0,1,0.027,0.009,684,0,0,9,0.997,0.165,12540,0,0,165,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
87.824359,11,0,1,0.030,0.010,760,0,0,10,0.755,0.349,26524,0,0,349,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
88.314791,11,99,1,0.126,0.030,2910,0,30,0,0.109,0.034,2584,0,0,34,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
89.826134,34,0,1,0.673,0.195,14820,0,0,195,0.000,0.000,0,0,0,0,5.69,3.76,0.17,0.67,15.40,23.77,1,oui,version
90.9966,11,0,1,0.946,0.273,20748,0,0,273,0.007,0.003,228,0,0,3,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
91.627565,10,99,1,0.126,0.030,2910,0,30,0,0.000,0.000,0,0,0,0,5.58,3.66,0.14,0.36,-39.30,66.43,2,oui,version
91.133287,11,0,1,0.126,0.039,2964,0,0,39,0.730,0.210,15960,0,0,210,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
92.947436,11,0,1,0.901,0.017,1292,0,0,17,0.880,0.073,5548,0,0,73,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
92.728157,34,99,1,0.126,0.030,2910,0,30,0,0.000,0.000,0,0,0,0,5.69,3.76,0.17,0.67,15.40,23.77,1,oui,version
93.822345,11,0,1,0.027,0.009,684,0,0,9,0.066,0.021,1596,0,0,21,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
94.574146,11,0,1,0.030,0.010,760,0,0,10,0.604,0.066,5016,0,0,66,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
95.075091,11,0,1,0.027,0.009,684,0,0,9,0.007,0.003,228,0,0,3,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
95.86097,34,99,1,0.126,0.030,2910,0,30,0,0.000,0.000,0,0,0,0,5.69,3.76,0.17,0.67,15.40,23.77,1,oui,version
96.824176,11,99,1,0.556,0.047,4202,0,30,17,0.346,0.041,3116,0,0,41,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
97.447868,34,0,1,0.100,0.031,2356,0,0,31,0.010,0.004,304,0,0,4,5.69,3.76,0.17,0.67,15.40,23.77,1,oui,version
98.998508,10,8,1,0.560,0.161,12236,0,0,161,0.000,0.000,0,0,0,0,5.58,3.66,0.14,0.36,-39.30,66.43,2,oui,version
99.521579,10,8,1,0.520,0.151,11476,0,0,151,0.000,0.000,0,0,0,0,5.58,3.66,0.14,0.36,-39.30,66.43,2,oui,version
100.997547,11,0,1,0.362,0.000,0,0,0,0,0.362,0.102,7752,0,0,102,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
101.99895,11,0,1,0.998,0.000,0,0,0,0,0.998,0.285,21660,0,0,285,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
101.893834,10,8,1,0.817,0.000,0,0,0,0,0.817,0.234,17784,0,0,234,5.58,3.66,0.14,0.36,-39.30,66.43,2,oui,version
102.321948,11,0,1,0.320,0.000,0,0,0,0,0.320,0.093,7068,0,0,93,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
102.303989,10,8,1,0.263,0.000,0,0,0,0,0.263,0.078,5928,0,0,78,5.58,3.66,0.14,0.36,-39.30,66.43,2,oui,version
102.030252,10,99,1,0.026,0.000,0,0,0,0,0.026,0.007,679,0,7,0,5.58,3.66,0.14,0.36,-39.30,66.43,2,oui,version
103.996544,11,99,1,0.026,0.000,0,0,0,0,0.026,0.013,1261,0,13,0,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
104.298075,11,99,1,0.297,0.000,0,0,0,0,0.297,0.105,10185,0,105,0,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
108.822104,34,0,1,0.113,0.000,0,0,0,0,0.113,0.035,2660,0,0,35,5.69,3.76,0.17,0.67,15.40,23.77,1,oui,version
109.198901,11,0,1,0.030,0.000,0,0,0,0,0.030,0.010,760,0,0,10,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
109.744652,11,99,1,0.126,0.000,0,0,0,0,0.126,0.030,2910,0,30,0,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
11.573747,34,0,1,0.573,0.000,0,0,0,0,0.573,0.134,10184,0,0,134,2.69,1.50,0.14,0.08,15.40,23.77,1,oui,version
110.353157,10,99,1,0.281,0.000,0,0,0,0,0.281,0.060,5820,0,60,0,5.58,3.66,0.14,0.36,-39.30,66.43,2,oui,version
111.999345,11,0,1,0.080,0.000,0,0,0,0,0.080,0.025,1900,0,0,25,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
112.728807,11,0,1,0.726,0.000,0,0,0,0,0.726,0.209,15884,0,0,209,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
113.99724,11,0,1,0.777,0.000,0,0,0,0,0.777,0.223,16948,0,0,223,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
114.197435,11,0,1,0.197,0.000,0,0,0,0,0.197,0.056,4256,0,0,56,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
115.824451,11,0,1,0.799,0.000,0,0,0,0,0.799,0.061,4636,0,0,61,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
117.950122,11,0,1,0.654,0.000,0,0,0,0,0.654,0.122,9272,0,0,122,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
118.996986,11,99,1,0.995,0.000,0,0,0,0,0.995,0.063,6111,0,63,0,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
120.999559,11,0,1,0.329,0.000,0,0,0,0,0.329,0.096,7296,0,0,96,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
122.861001,34,99,1,0.126,0.000,0,0,0,0,0.126,0.059,5723,0,59,0,6.33,4.16,0.19,0.86,15.40,23.77,1,oui,version
123.998369,11,0,1,0.580,0.000,0,0,0,0,0.580,0.166,12616,0,0,166,12.41,8.27,0.30,2.00,-33.00,-33.20,1,oui,version
124.998277,11,0,1,0.997,0.000,0,0,0,0,0.997,0.282,21432,0,0,282,12.41,8.27,0.30,2.00,-33.00,-33.20,1,oui,version
125.924166,10,99,1,0.164,0.000,0,0,0,0,0.164,0.060,5820,0,60,0,5.49,3.58,0.14,0.56,-39.30,66.43,2,oui,version
127.946061,11,0,1,0.527,0.000,0,0,0,0,0.527,0.022,1672,0,0,22,12.41,8.27,0.30,2.00,-33.00,-33.20,1,oui,version
129.699665,11,0,1,0.023,0.000,0,0,0,0,0.023,0.008,608,0,0,8,12.41,8.27,0.30,2.00,-33.00,-33.20,1,oui,version
13.923004,11,99,1,0.773,0.000,0,0,0,0,0.773,0.060,5820,0,60,0,3.70,2.37,0.08,0.15,-33.00,-33.20,1,oui,version
132.99974,11,0,1,0.824,0.000,0,0,0,0,0.824,0.467,35492,0,0,467,12.41,8.27,0.30,2.00,-33.00,-33.20,1,oui,version
133.699791,11,0,1,0.697,0.000,0,0,0,0,0.697,0.179,13604,0,0,179,12.41,8.27,0.30,2.00,-33.00,-33.20,1,oui,version
135.998004,11,0,1,0.918,0.000,0,0,0,0,0.918,0.260,19760,0,0,260,12.41,8.27,0.30,2.00,-33.00,-33.20,1,oui,version
136.697772,11,0,1,0.696,0.000,0,0,0,0,0.696,0.199,15124,0,0,199,12.41,8.27,0.30,2.00,-33.00,-33.20,1,oui,version
139.956621,11,0,1,0.662,0.000,0,0,0,0,0.662,0.127,9652,0,0,127,12.41,8.27,0.30,2.00,-33.00,-33.20,1,oui,version
139.997928,31,99,1,0.805,0.000,0,0,0,0,0.805,0.107,9092,39,68,0,0.79,0.14,0.01,0.09,75.28,75.17,2,oui,version
140.776996,11,0,1,0.673,0.000,0,0,0,0,0.673,0.195,14820,0,0,195,12.41,8.27,0.30,2.00,-33.00,-33.20,1,oui,version
140.322916,11,99,1,0.321,0.000,0,0,0,0,0.321,0.082,7954,0,82,0,12.41,8.27,0.30,2.00,-33.00,-33.20,1,oui,version
141.998096,11,0,1,0.263,0.000,0,0,0,0,0.263,0.078,5928,0,0,78,12.41,8.27,0.30,2.00,-33.00,-33.20,1,oui,version
144.825029,11,0,1,0.030,0.000,0,0,0,0,0.030,0.010,760,0,0,10,12.41,8.27,0.30,2.00,-33.00,-33.20,1,oui,version
145.997184,34,4,1,0.313,0.000,0,0,0,0,0.313,0.073,7446,0,73,0,6.33,4.16,0.19,0.86,15.40,23.77,1,oui,version
145.681979,11,99,1,0.126,0.000,0,0,0,0,0.126,0.030,2910,0,30,0,12.41,8.27,0.30,2.00,-33.00,-33.20,1,oui,version
146.759055,34,4,1,0.758,0.000,0,0,0,0,0.758,0.175,17850,0,175,0,6.33,4.16,0.19,0.86,15.40,23.77,1,oui,version
147.573045,11,0,1,0.023,0.000,0,0,0,0,0.023,0.008,608,0,0,8,12.41,8.27,0.30,2.00,-33.00,-33.20,1,oui,version
148.999648,10,99,1,0.996,0.000,0,0,0,0,0.996,0.081,7857,0,81,0,5.49,3.58,0.14,0.56,-39.30,66.43,2,oui,version
149.323932,34,0,1,0.324,0.000,0,0,0,0,0.324,0.060,4560,0,0,60,6.33,4.16,0.19,0.86,15.40,23.77,1,oui,version
150.44948,11,0,1,0.023,0.000,0,0,0,0,0.023,0.008,608,0,0,8,12.41,8.27,0.30,2.00,-33.00,-33.20,1,oui,version
151.999683,11,0,1,0.330,0.000,0,0,0,0,0.330,0.171,12996,0,0,171,12.41,8.27,0.30,2.00,-33.00,-33.20,1,oui,version
153.852031,11,99,1,0.702,0.000,0,0,0,0,0.702,0.090,8730,0,90,0,12.41,8.27,0.30,2.00,-33.00,-33.20,1,oui,version
154.999229,34,0,1,0.673,0.000,0,0,0,0,0.673,0.195,14820,0,0,195,6.33,4.16,0.19,0.86,15.40,23.77,1,oui,version
155.995929,34,0,1,0.986,0.000,0,0,0,0,0.986,0.351,26676,0,0,351,6.33,4.16,0.19,0.86,15.40,23.77,1,oui,version
157.697619,11,0,1,0.023,0.000,0,0,0,0,0.023,0.008,608,0,0,8,12.41,8.27,0.30,2.00,-33.00,-33.20,1,oui,version
158.009406,34,99,1,0.009,0.000,0,0,0,0,0.009,0.003,291,0,3,0,6.33,4.16,0.19,0.86,15.40,23.77,1,oui,version
159.823382,11,0,1,0.027,0.000,0,0,0,0,0.027,0.009,684,0,0,9,12.41,8.27,0.30,2.00,-33.00,-33.20,1,oui,version
16.197434,34,0,1,0.197,0.000,0,0,0,0,0.197,0.027,2052,0,0,27,2.69,1.50,0.14,0.08,15.40,23.77,1,oui,version
160.590976,10,8,1,0.008,0.000,0,0,0,0,0.008,0.003,306,0,3,0,5.49,3.58,0.14,0.56,-39.30,66.43,2,oui,version
162.949571,11,0,1,0.027,0.000,0,0,0,0,0.027,0.009,684,0,0,9,12.41,8.27,0.30,2.00,-33.00,-33.20,1,oui,version
162.826245,11,99,1,0.465,0.000,0,0,0,0,0.465,0.060,5820,0,60,0,12.41,8.27,0.30,2.00,-33.00,-33.20,1,oui,version
166.99942,34,99,1,0.475,0.000,0,0,0,0,0.475,0.056,5432,0,56,0,6.33,4.16,0.19,0.86,15.40,23.77,1,oui,version
167.999255,11,0,1,0.998,0.000,0,0,0,0,0.998,0.487,37012,0,0,487,12.41,8.27,0.30,2.00,-33.00,-33.20,1,oui,version
169.946035,11,0,1,0.944,0.000,0,0,0,0,0.944,0.274,20954,0,5,269,12.41,8.27,0.30,2.00,-33.00,-33.20,1,oui,version
17.697009,34,0,1,0.436,0.000,0,0,0,0,0.436,0.053,5198,0,45,8,2.69,1.50,0.14,0.08,15.40,23.77,1,oui,version
170.971314,34,99,1,0.963,0.000,0,0,0,0,0.963,0.060,5820,0,60,0,6.33,4.16,0.19,0.86,15.40,23.77,1,oui,version
173.073901,11,0,1,0.073,0.000,0,0,0,0,0.073,0.023,1748,0,0,23,12.41,8.27,0.30,2.00,-33.00,-33.20,1,oui,version
174.82262,11,0,1,0.274,0.000,0,0,0,0,0.274,0.016,1216,0,0,16,12.41,8.27,0.30,2.00,-33.00,-33.20,1,oui,version
174.471072,11,99,1,0.126,0.000,0,0,0,0,0.126,0.030,2910,0,30,0,12.41,8.27,0.30,2.00,-33.00,-33.20,1,oui,version
177.99791,11,0,1,0.953,0.000,0,0,0,0,0.953,0.198,15048,0,0,198,12.41,8.27,0.30,2.00,-33.00,-33.20,1,oui,version
177.305184,34,99,1,0.289,0.000,0,0,0,0,0.289,0.060,5820,0,60,0,6.33,4.16,0.19,0.86,15.40,23.77,1,oui,version
179.449634,11,0,1,0.221,0.000,0,0,0,0,0.221,0.065,4940,0,0,65,12.41,8.27,0.30,2.00,-33.00,-33.20,1,oui,version
18.699297,11,0,1,0.276,0.000,0,0,0,0,0.276,0.017,1292,0,0,17,3.70,2.37,0.08,0.15,-33.00,-33.20,1,oui,version
18.997261,34,99,1,0.121,0.000,0,0,0,0,0.121,0.029,2813,0,29,0,2.69,1.50,0.14,0.08,15.40,23.77,1,oui,version
182.947497,11,0,1,0.027,0.000,0,0,0,0,0.027,0.009,684,0,0,9,12.41,8.27,0.30,2.00,-33.00,-33.20,1,oui,version
183.449847,11,0,1,0.027,0.000,0,0,0,0,0.027,0.009,684,0,0,9,12.41,8.27,0.30,2.00,-33.00,-33.20,1,oui,version
183.306614,34,99,1,0.142,0.000,0,0,0,0,0.142,0.060,5820,0,60,0,6.33,4.16,0.19,0.86,15.40,23.77,1,oui,version
186.450182,11,0,1,0.027,0.000,0,0,0,0,0.027,0.009,684,0,0,9,12.41,8.27,0.30,2.00,-33.00,-33.20,1,oui,version
293.584306,10,99,1,0.528,0.000,0,0,0,0,0.528,0.119,11543,0,119,0,5.40,3.48,0.17,0.60,-39.30,66.43,2,oui,version
294.698993,11,0,1,0.424,0.000,0,0,0,0,0.424,0.121,9196,0,0,121,14.04,9.43,0.30,2.39,-33.00,-33.20,1,oui,version
294.544987,34,99,1,0.130,0.000,0,0,0,0,0.130,0.060,5820,0,60,0,6.74,4.44,0.20,0.99,15.40,23.77,1,oui,version
295.699359,11,0,1,0.023,0.000,0,0,0,0,0.023,0.008,608,0,0,8,14.04,9.43,0.30,2.39,-33.00,-33.20,1,oui,version
295.837899,11,99,1,0.352,0.000,0,0,0,0,0.352,0.060,5820,0,60,0,14.04,9.43,0.30,2.39,-33.00,-33.20,1,oui,version
30.822833,11,0,1,0.023,0.000,0,0,0,0,0.023,0.008,608,0,0,8,10.78,7.03,0.25,1.93,-33.00,-33.20,1,oui,version
31.721353,10,99,1,0.126,0.000,0,0,0,0,0.126,0.030,2910,0,30,0,4.32,2.80,0.06,0.34,-39.30,66.43,2,oui,version
310.697772,11,0,1,0.527,0.000,0,0,0,0,0.527,0.150,11400,0,0,150,14.04,9.43,0.30,2.39,-33.00,-33.20,1,oui,version
310.509553,34,99,1,0.290,0.000,0,0,0,0,0.290,0.060,5820,0,60,0,6.74,4.44,0.20,0.99,15.40,23.77,1,oui,version
311.999102,11,0,1,0.453,0.000,0,0,0,0,0.453,0.131,9956,0,0,131,14.04,9.43,0.30,2.39,-33.00,-33.20,1,oui,version
314.572692,11,0,1,0.572,0.000,0,0,0,0,0.572,0.030,2280,0,0,30,14.04,9.43,0.30,2.39,-33.00,-33.20,1,oui,version
315.997032,34,0,1,0.303,0.000,0,0,0,0,0.303,0.088,6688,0,0,88,6.74,4.44,0.20,0.99,15.40,23.77,1,oui,version
316.94832,34,0,1,0.948,0.000,0,0,0,0,0.948,0.243,18468,0,0,243,6.74,4.44,0.20,0.99,15.40,23.77,1,oui,version
317.999894,11,0,1,0.830,0.000,0,0,0,0,0.830,0.050,3800,0,0,50,14.04,9.43,0.30,2.39,-33.00,-33.20,1,oui,version
317.65072,11,99,1,0.126,0.000,0,0,0,0,0.126,0.030,2910,0,30,0,14.04,9.43,0.30,2.39,-33.00,-33.20,1,oui,version
319.317905,31,99,1,0.125,0.000,0,0,0,0,0.125,0.039,2496,39,0,0,0.79,0.14,0.00,0.10,75.28,75.17,2,oui,version
32.572837,34,0,1,0.093,0.000,0,0,0,0,0.093,0.029,2204,0,0,29,8.23,5.57,0.24,1.09,15.40,23.77,1,oui,version
32.997045,10,8,1,0.303,0.000,0,0,0,0,0.303,0.088,6688,0,0,88,4.32,2.80,0.06,0.34,-39.30,66.43,2,oui,version
32.760104,34,99,1,0.525,0.000,0,0,0,0,0.525,0.060,5820,0,60,0,8.23,5.57,0.24,1.09,15.40,23.77,1,oui,version
321.822189,11,0,1,0.397,0.000,0,0,0,0,0.397,0.052,5096,0,44,8,14.04,9.43,0.30,2.39,-33.00,-33.20,1,oui,version
321.98638,10,99,1,0.984,0.000,0,0,0,0,0.984,0.091,8827,0,91,0,5.40,3.48,0.17,0.60,-39.30,66.43,2,oui,version
322.572406,11,0,1,0.027,0.000,0,0,0,0,0.027,0.009,684,0,0,9,14.04,9.43,0.30,2.39,-33.00,-33.20,1,oui,version
33.999498,11,0,1,0.076,0.000,0,0,0,0,0.076,0.024,1824,0,0,24,10.78,7.03,0.25,1.93,-33.00,-33.20,1,oui,version
34.949603,11,0,1,0.947,0.000,0,0,0,0,0.947,0.103,7828,0,0,103,10.78,7.03,0.25,1.93,-33.00,-33.20,1,oui,version
36.99276,34,0,1,0.892,0.000,0,0,0,0,0.892,0.108,8208,0,0,108,8.23,5.57,0.24,1.09,15.40,23.77,1,oui,version
37.947132,34,0,1,0.944,0.000,0,0,0,0,0.944,0.323,24548,0,0,323,8.23,5.57,0.24,1.09,15.40,23.77,1,oui,version
37.835026,11,99,1,0.126,0.000,0,0,0,0,0.126,0.030,2910,0,30,0,10.78,7.03,0.25,1.93,-33.00,-33.20,1,oui,version
38.450182,11,0,1,0.027,0.000,0,0,0,0,0.027,0.009,684,0,0,9,10.78,7.03,0.25,1.93,-33.00,-33.20,1,oui,version
38.939065,34,99,1,0.126,0.000,0,0,0,0,0.126,0.030,2910,0,30,0,8.23,5.57,0.24,1.09,15.40,23.77,1,oui,version
40.823443,11,0,1,0.027,0.000,0,0,0,0,0.027,0.009,684,0,0,9,10.78,7.03,0.25,1.93,-33.00,-33.20,1,oui,version
44.824329,11,0,1,0.824,0.000,0,0,0,0,0.824,0.162,12312,0,0,162,10.78,7.03,0.25,1.93,-33.00,-33.20,1,oui,version
46.322254,11,0,1,0.277,0.000,0,0,0,0,0.277,0.018,1368,0,0,18,10.78,7.03,0.25,1.93,-33.00,-33.20,1,oui,version
46.998367,10,99,1,0.996,0.000,0,0,0,0,0.996,0.061,5917,0,61,0,4.32,2.80,0.06,0.34,-39.30,66.43,2,oui,version
48.947471,34,0,1,0.093,0.000,0,0,0,0,0.093,0.029,2204,0,0,29,8.23,5.57,0.24,1.09,15.40,23.77,1,oui,version
49.999966,11,99,1,0.748,0.000,0,0,0,0,0.748,0.038,3686,0,38,0,10.78,7.03,0.25,1.93,-33.00,-33.20,1,oui,version
5.948716,34,0,1,0.646,0.000,0,0,0,0,0.646,0.043,3268,0,0,43,2.69,1.50,0.14,0.08,15.40,23.77,1,oui,version
50.998828,11,0,1,0.153,0.000,0,0,0,0,0.153,0.045,3420,0,0,45,10.78,7.03,0.25,1.93,-33.00,-33.20,1,oui,version
50.850536,34,99,1,0.846,0.000,0,0,0,0,0.846,0.052,5044,0,52,0,8.23,5.57,0.24,1.09,15.40,23.77,1,oui,version
52.572862,11,0,1,0.571,0.000,0,0,0,0,0.571,0.164,12464,0,0,164,10.78,7.03,0.25,1.93,-33.00,-33.20,1,oui,version
54.997943,11,0,1,0.168,0.000,0,0,0,0,0.168,0.049,3724,0,0,49,10.78,7.03,0.25,1.93,-33.00,-33.20,1,oui,version
54.221314,10,99,1,0.126,0.000,0,0,0,0,0.126,0.030,2910,0,30,0,4.32,2.80,0.06,0.34,-39.30,66.43,2,oui,version
55.074481,11,0,1,0.073,0.000,0,0,0,0,0.073,0.023,1748,0,0,23,10.78,7.03,0.25,1.93,-33.00,-33.20,1,oui,version
55.999939,34,99,1,0.312,0.000,0,0,0,0,0.312,0.058,5626,0,58,0,8.23,5.57,0.24,1.09,15.40,23.77,1,oui,version
58.998523,11,0,1,0.997,0.000,0,0,0,0,0.997,0.286,21736,0,0,286,10.78,7.03,0.25,1.93,-33.00,-33.20,1,oui,version
59.025133,11,0,1,0.023,0.000,0,0,0,0,0.023,0.008,608,0,0,8,10.78,7.03,0.25,1.93,-33.00,-33.20,1,oui,version
6.697833,11,0,1,0.177,0.000,0,0,0,0,0.177,0.042,4284,0,42,0,3.70,2.37,0.08,0.15,-33.00,-33.20,1,oui,version
6.947636,34,99,1,0.814,0.000,0,0,0,0,0.814,0.090,8730,0,90,0,2.69,1.50,0.14,0.08,15.40,23.77,1,oui,version
61.449571,11,0,1,0.280,0.000,0,0,0,0,0.280,0.048,3648,0,0,48,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
61.99447,11,99,1,0.126,0.000,0,0,0,0,0.126,0.030,2910,0,30,0,9.93,6.32,0.29,1.49,-33.00,-33.20,1,oui,version
62.999412,34,0,1,0.283,0.000,0,0,0,0,0.283,0.082,6232,0,0,82,5.69,3.76,0.17,0.67,15.40,23.77,1,oui,version
62.619799,10,99,1,0.126,0.000,0,0,0,0,0.126,0.030,2910,0,30,0,5.58,3.66,0.14,0.36,-39.30,66.43,2,oui,version
63.199118,34,0,1,0.196,0.000,0,0,0,0,0.196,0.058,4408,0,0,58,5.69,3.76,0.17,0.67,15.40,23.77,1,oui,version
